date,week,year_x,region,urgences_grippe,urgences_totales,temperature,humidity,region_code,population_totale,pct_65_plus,year_y,source,vaccination_2020,vaccination_2021,vaccination_2022,vaccination_2023,vaccination_2024,vaccination_2025,incidence_nationale,risk_density,risk_age,risk_weather,risk_vaccination,month,risk_seasonal,urgences_ma4,urgences_trend,risk_trend,urgences_zscore,risk_anomaly,alert_score
2020-08-09,32,2020,Île-de-France,365.0,3646.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,57.62,2,1,1,1,8,1,403.25,0.9051456912585245,1,0.8076016670972297,1,57.50000000000001
2020-08-16,33,2020,Île-de-France,301.0,3009.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,58.37,2,1,1,1,8,1,365.25,0.8240930869267625,1,-0.8984321724431279,1,57.50000000000001
2020-08-23,34,2020,Île-de-France,347.0,3468.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,40.66,2,1,1,1,8,1,344.25,1.0079883805374001,1,0.32777964972650414,1,57.50000000000001
2020-08-30,35,2020,Île-de-France,274.0,2741.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,55.41,2,1,1,1,8,1,321.75,0.8515928515928516,1,-1.6181651984992163,1,57.50000000000001
2020-09-06,36,2020,Île-de-France,231.0,2307.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,37.38,2,1,1,1,9,1,288.25,0.8013876843018214,1,0.18680414899959383,1,57.50000000000001
2020-09-13,37,2020,Île-de-France,244.0,2437.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,63.07,2,1,1,1,9,1,274.0,0.8905109489051095,1,0.5418412742912193,1,57.50000000000001
2020-09-20,38,2020,Île-de-France,207.0,2068.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,27.64,2,1,1,1,9,1,239.0,0.8661087866108786,1,-0.4686490053849456,1,57.50000000000001
2020-09-27,39,2020,Île-de-France,190.0,1900.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,18.91,2,1,1,1,9,1,218.0,0.8715596330275229,1,-0.9329283230739943,1,57.50000000000001
2020-10-04,40,2020,Île-de-France,159.0,1586.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,23.35,2,1,1,1,10,1,200.0,0.795,1,0.893049135450701,1,57.50000000000001
2020-10-11,41,2020,Île-de-France,134.0,1342.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,13.55,2,1,1,1,10,1,172.5,0.7768115942028986,1,0.15639692981243272,1,57.50000000000001
2020-10-18,42,2020,Île-de-France,110.0,1099.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,5.78,2,1,1,1,10,1,148.25,0.7419898819561551,1,-0.5507891876003048,1,57.50000000000001
2020-10-25,43,2020,Île-de-France,89.0,888.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,18.45,2,1,1,1,10,1,123.0,0.7235772357723578,1,-1.16957704033645,1,57.50000000000001
2020-11-01,44,2020,Île-de-France,80.0,803.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,18.8,2,1,1,1,11,1,103.25,0.774818401937046,1,1.454907445086584,1,57.50000000000001
2020-11-08,45,2020,Île-de-France,37.0,374.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,14.96,2,1,1,1,11,1,79.0,0.46835443037974683,1,-0.5570089759136998,1,57.50000000000001
2020-11-15,46,2020,Île-de-France,46.0,456.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,8.27,2,1,1,1,11,1,63.0,0.7301587301587301,1,-0.13591019012294278,1,57.50000000000001
2020-11-22,47,2020,Île-de-France,38.0,380.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,15.83,2,1,1,1,11,1,50.25,0.7562189054726368,1,-0.510220221936949,1,57.50000000000001
2020-11-29,48,2020,Île-de-France,25.0,246.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,0.0,2,1,1,1,11,1,36.5,0.684931506849315,1,-1.1184740236347093,1,57.50000000000001
2020-12-06,49,2020,Île-de-France,4.0,45.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,3.72,2,1,1,1,12,2,28.25,0.1415929203539823,1,-0.985986547578528,1,65.0
2020-12-13,50,2020,Île-de-France,5.0,48.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,0.0,2,1,1,1,12,2,18.0,0.2777777777777778,1,-0.9388306692160767,1,65.0
2020-12-20,51,2020,Île-de-France,19.0,186.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,0.0,2,1,1,1,12,2,13.25,1.4339622641509433,1,-0.27864837214175797,1,65.0
2020-12-27,52,2020,Île-de-France,27.0,265.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,15.11,2,1,1,1,12,2,13.75,1.9636363636363636,2,0.09859865475785275,1,75.0
2021-01-03,53,2021,Île-de-France,44.0,441.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,24.2,2,1,1,1,1,2,23.75,1.8526315789473684,2,-1.0468882634008665,1,75.0
2021-01-10,1,2021,Île-de-France,55.0,548.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,14.53,2,1,1,1,1,2,36.25,1.5172413793103448,2,-0.6606450159101119,1,75.0
2021-01-17,2,2021,Île-de-France,40.0,400.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,20.8,2,1,1,1,1,2,41.5,0.963855421686747,1,-1.1873403533975044,1,65.0
2021-01-24,3,2021,Île-de-France,98.0,976.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,20.05,2,1,1,1,1,2,59.25,1.6540084388185654,2,0.8492149515537467,1,75.0
2021-01-31,4,2021,Île-de-France,85.0,848.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,27.48,2,1,1,1,1,2,69.5,1.223021582733813,1,0.3927456590646731,1,65.0
2021-02-07,5,2021,Île-de-France,106.0,1063.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,6.3,2,1,1,1,2,2,82.25,1.2887537993920972,1,-1.3132084874865388,1,65.0
2021-02-14,6,2021,Île-de-France,117.0,1168.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,23.88,2,1,1,1,2,2,101.5,1.1527093596059113,1,-1.0252624403964672,1,65.0
2021-02-21,7,2021,Île-de-France,176.0,1765.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,28.24,2,1,1,1,2,2,121.0,1.4545454545454546,1,0.5191754485411901,1,65.0
2021-02-28,8,2021,Île-de-France,203.0,2031.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,54.66,2,1,1,1,2,2,150.5,1.3488372093023255,1,1.225952109580457,1,65.0
2021-03-07,9,2021,Île-de-France,235.0,2355.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,48.4,2,1,1,1,3,2,182.75,1.2859097127222983,1,-0.8022044608879029,1,65.0
2021-03-14,10,2021,Île-de-France,269.0,2693.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,84.19,2,1,1,1,3,2,220.75,1.218573046432616,1,0.035592689390931166,1,65.0
2021-03-21,11,2021,Île-de-France,289.0,2895.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,70.06,2,1,1,1,3,2,249.0,1.1606425702811245,1,0.5284145424961276,1,65.0
2021-03-28,12,2021,Île-de-France,283.0,2826.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,74.1,2,1,1,1,3,2,269.0,1.0520446096654275,1,0.3805679865645687,1,65.0
2021-04-04,13,2021,Île-de-France,356.0,3565.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,91.82,2,1,1,1,4,1,299.25,1.189640768588137,1,-0.668074373321749,1,57.50000000000001
2021-04-11,14,2021,Île-de-France,328.0,3279.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,76.3,2,1,1,1,4,1,314.0,1.0445859872611465,1,-1.5438272971517566,1,57.50000000000001
2021-04-18,15,2021,Île-de-France,378.0,3778.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,77.62,2,1,1,1,4,1,336.25,1.124163568773234,1,0.020017209687542604,1,57.50000000000001
2021-04-25,16,2021,Île-de-France,389.0,3888.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,94.09,2,1,1,1,4,1,362.75,1.0723638869745002,1,0.36406300119218843,1,57.50000000000001
2021-05-02,17,2021,Île-de-France,405.0,4051.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,103.42,2,1,1,1,5,1,375.0,1.08,1,-1.7914868063411202,1,57.50000000000001
2021-05-09,18,2021,Île-de-France,455.0,4553.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,104.14,2,1,1,1,5,1,406.75,1.1186232329440688,1,0.1310149333731178,1,57.50000000000001
2021-05-16,19,2021,Île-de-France,448.0,4481.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,105.7,2,1,1,1,5,1,424.25,1.0559811431938715,1,-0.13813531018687553,1,57.50000000000001
2021-05-23,20,2021,Île-de-France,464.0,4637.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,95.4,2,1,1,1,5,1,443.0,1.0474040632054176,1,0.47706524652168064,1,57.50000000000001
2021-05-30,21,2021,Île-de-France,456.0,4555.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,111.79,2,1,1,1,5,1,455.75,1.0005485463521668,1,0.16946496816740256,1,57.50000000000001
2021-06-06,22,2021,Île-de-France,461.0,4615.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,112.13,2,1,1,1,6,1,457.25,1.0082012028430836,1,-0.41420819321548924,1,57.50000000000001
2021-06-13,23,2021,Île-de-France,480.0,4802.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,98.32,2,1,1,1,6,1,465.25,1.031703385276733,1,0.8334677058604331,1,57.50000000000001
2021-06-20,24,2021,Île-de-France,496.0,4961.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,117.95,2,1,1,1,6,1,473.25,1.0480718436344427,1,1.8841421471875257,1,57.50000000000001
2021-06-27,25,2021,Île-de-France,491.0,4908.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,124.11,2,1,1,1,6,1,482.0,1.0186721991701244,1,1.5558063842728092,1,57.50000000000001
2021-07-04,26,2021,Île-de-France,462.0,4617.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,105.86,2,1,1,1,7,1,482.25,0.9580093312597201,1,0.878341610541488,1,57.50000000000001
2021-07-11,27,2021,Île-de-France,493.0,4934.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,122.37,2,1,1,1,7,1,485.5,1.015447991761071,1,1.9725353324834354,1,57.50000000000001
2021-07-18,28,2021,Île-de-France,417.0,4170.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,93.83,2,1,1,1,7,1,465.75,0.895330112721417,1,-0.7100041148581132,1,57.50000000000001
2021-07-25,29,2021,Île-de-France,428.0,4276.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,96.1,2,1,1,1,7,1,450.0,0.9511111111111111,1,-0.32174182642709964,1,57.50000000000001
2021-08-01,30,2021,Île-de-France,393.0,3931.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,79.55,2,1,1,1,8,1,432.75,0.9081455805892548,1,1.5539914718961363,1,57.50000000000001
2021-08-08,31,2021,Île-de-France,375.0,3748.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,83.68,2,1,1,1,8,1,403.25,0.9299442033477991,1,1.0741694545254106,1,57.50000000000001
2021-08-15,32,2021,Île-de-France,344.0,3435.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,103.56,2,1,1,1,8,1,385.0,0.8935064935064935,1,0.24780931349804985,1,57.50000000000001
2021-08-22,33,2021,Île-de-France,322.0,3219.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,79.69,2,1,1,1,8,1,358.5,0.898186889818689,1,-0.33863981884394806,1,57.50000000000001
2021-08-29,34,2021,Île-de-France,310.0,3101.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,78.57,2,1,1,1,8,1,337.75,0.9178386380458919,1,-0.6585211637577651,1,57.50000000000001
2021-09-05,35,2021,Île-de-France,265.0,2652.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,49.17,2,1,1,1,9,1,310.25,0.8541498791297341,1,1.1153627843776912,1,57.50000000000001
2021-09-12,36,2021,Île-de-France,258.0,2584.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,65.12,2,1,1,1,9,1,288.75,0.8935064935064935,1,0.9241889476822006,1,57.50000000000001
2021-09-19,37,2021,Île-de-France,221.0,2209.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,72.43,2,1,1,1,9,1,263.5,0.8387096774193549,1,-0.08630133199396425,1,57.50000000000001
2021-09-26,38,2021,Île-de-France,179.0,1788.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,36.47,2,1,1,1,9,1,230.75,0.7757313109425785,1,-1.233344352166908,1,57.50000000000001
2021-10-03,39,2021,Île-de-France,183.0,1828.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,37.39,2,1,1,1,10,1,210.25,0.8703923900118906,1,1.6002352528634385,1,57.50000000000001
2021-10-10,40,2021,Île-de-France,157.0,1566.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,28.62,2,1,1,1,10,1,185.0,0.8486486486486486,1,0.8341169589996396,1,57.50000000000001
2021-10-17,41,2021,Île-de-France,137.0,1369.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,23.6,2,1,1,1,10,1,164.0,0.8353658536585366,1,0.24479519448902493,1,57.50000000000001
2021-10-24,42,2021,Île-de-France,121.0,1208.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,24.48,2,1,1,1,10,1,149.5,0.8093645484949833,1,-0.22666221711946677,1,57.50000000000001
2021-10-31,43,2021,Île-de-France,58.0,580.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,21.58,2,1,1,1,10,1,118.25,0.4904862579281184,1,-2.083025775327903,2,62.5
2021-11-07,44,2021,Île-de-France,61.0,607.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,32.71,2,1,1,1,11,1,94.25,0.6472148541114059,1,0.565921119528319,1,57.50000000000001
2021-11-14,45,2021,Île-de-France,59.0,591.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,8.74,2,1,1,1,11,1,74.75,0.7892976588628763,1,0.4723436115748174,1,57.50000000000001
2021-11-21,46,2021,Île-de-France,64.0,638.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,41.2,2,1,1,1,11,1,60.5,1.0578512396694215,1,0.7062873814585713,1,57.50000000000001
2021-11-28,47,2021,Île-de-France,30.0,304.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,6.13,2,1,1,1,11,1,53.5,0.5607476635514018,1,-0.8845302537509553,1,57.50000000000001
2021-12-05,48,2021,Île-de-France,39.0,391.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,0.0,2,1,1,1,12,2,48.0,0.8125,1,0.6644691951072688,1,65.0
2021-12-12,49,2021,Île-de-France,28.0,279.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,11.03,2,1,1,1,12,2,40.25,0.6956521739130435,1,0.1457545331203041,1,65.0
2021-12-19,50,2021,Île-de-France,0.0,0.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,32.7,2,1,1,1,12,2,24.25,0.0,1,-1.1746100610283334,1,65.0
2021-12-26,51,2021,Île-de-France,9.0,95.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,6.93,2,1,1,1,12,2,19.0,0.47368421052631576,1,-0.7502071557662713,1,65.0
2022-01-02,52,2022,Île-de-France,31.0,306.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,0.0,2,1,1,1,1,2,17.0,1.8235294117647058,2,-1.50335755588994,1,75.0
2022-01-09,1,2022,Île-de-France,59.0,588.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,17.89,2,1,1,1,1,2,24.75,2.3838383838383836,2,-0.5201929259134739,1,75.0
2022-01-16,2,2022,Île-de-France,47.0,474.0,,,11,12278200,16.5,2023,INSEE_estimations_2023,49.9,52.1,44.1,48.0,48.9,50.9,5.83,2,1,1,1,1,2,36.5,1.2876712328767124,1,-0.9415491959033879,1,65.0
