date,week,year,region,urgences_grippe,urgences_totales
2021-05-16,19,2021,Île-de-France,448.0,4481.0
2021-05-23,20,2021,Île-de-France,464.0,4637.0
2021-05-30,21,2021,Île-de-France,456.0,4555.0
2021-06-06,22,2021,Île-de-France,461.0,4615.0
2021-06-13,23,2021,Île-de-France,480.0,4802.0
2021-06-20,24,2021,Île-de-France,496.0,4961.0
2021-06-27,25,2021,Île-de-France,491.0,4908.0
2021-07-04,26,2021,Île-de-France,462.0,4617.0
2021-07-11,27,2021,Île-de-France,493.0,4934.0
2021-07-18,28,2021,Île-de-France,417.0,4170.0
2021-07-25,29,2021,Île-de-France,428.0,4276.0
2021-08-01,30,2021,Île-de-France,393.0,3931.0
2021-08-08,31,2021,Île-de-France,375.0,3748.0
2021-08-15,32,2021,Île-de-France,344.0,3435.0
2021-08-22,33,2021,Île-de-France,322.0,3219.0
2021-08-29,34,2021,Île-de-France,310.0,3101.0
2021-09-05,35,2021,Île-de-France,265.0,2652.0
2021-09-12,36,2021,Île-de-France,258.0,2584.0
2021-09-19,37,2021,Île-de-France,221.0,2209.0
2021-09-26,38,2021,Île-de-France,179.0,1788.0
2021-10-03,39,2021,Île-de-France,183.0,1828.0
2021-10-10,40,2021,Île-de-France,157.0,1566.0
2021-10-17,41,2021,Île-de-France,137.0,1369.0
2021-10-24,42,2021,Île-de-France,121.0,1208.0
2021-10-31,43,2021,Île-de-France,58.0,580.0
2021-11-07,44,2021,Île-de-France,61.0,607.0
2021-11-14,45,2021,Île-de-France,59.0,591.0
2021-11-21,46,2021,Île-de-France,64.0,638.0
2021-11-28,47,2021,Île-de-France,30.0,304.0
2021-12-05,48,2021,Île-de-France,39.0,391.0
2021-12-12,49,2021,Île-de-France,28.0,279.0
2021-12-19,50,2021,Île-de-France,0.0,0.0
2021-12-26,51,2021,Île-de-France,9.0,95.0
2022-01-02,52,2022,Île-de-France,31.0,306.0
2022-01-09,1,2022,Île-de-France,59.0,588.0
2022-01-16,2,2022,Île-de-France,47.0,474.0
2022-01-23,3,2022,Île-de-France,80.0,804.0
2022-01-30,4,2022,Île-de-France,129.0,1289.0
2022-02-06,5,2022,Île-de-France,140.0,1399.0
2022-02-13,6,2022,Île-de-France,125.0,1253.0
2022-02-20,7,2022,Île-de-France,177.0,1768.0
2022-02-27,8,2022,Île-de-France,164.0,1644.0
2022-03-06,9,2022,Île-de-France,212.0,2123.0
2022-03-13,10,2022,Île-de-France,236.0,2361.0
2022-03-20,11,2022,Île-de-France,291.0,2911.0
2022-03-27,12,2022,Île-de-France,329.0,3293.0
2022-04-03,13,2022,Île-de-France,325.0,3253.0
2022-04-10,14,2022,Île-de-France,369.0,3690.0
2022-04-17,15,2022,Île-de-France,389.0,3894.0
2022-04-24,16,2022,Île-de-France,395.0,3953.0
2022-05-01,17,2022,Île-de-France,423.0,4230.0
2022-05-08,18,2022,Île-de-France,457.0,4566.0
2022-05-15,19,2022,Île-de-France,445.0,4448.0
2022-05-22,20,2022,Île-de-France,434.0,4345.0
2022-05-29,21,2022,Île-de-France,444.0,4435.0
2022-06-05,22,2022,Île-de-France,459.0,4593.0
2022-06-12,23,2022,Île-de-France,460.0,4595.0
2022-06-19,24,2022,Île-de-France,457.0,4575.0
2022-06-26,25,2022,Île-de-France,496.0,4957.0
2022-07-03,26,2022,Île-de-France,444.0,4435.0
2022-07-10,27,2022,Île-de-France,497.0,4973.0
2022-07-17,28,2022,Île-de-France,430.0,4296.0
2022-07-24,29,2022,Île-de-France,424.0,4237.0
2022-07-31,30,2022,Île-de-France,384.0,3844.0
2022-08-07,31,2022,Île-de-France,387.0,3871.0
2022-08-14,32,2022,Île-de-France,346.0,3461.0
2022-08-21,33,2022,Île-de-France,333.0,3325.0
2022-08-28,34,2022,Île-de-France,272.0,2718.0
2022-09-04,35,2022,Île-de-France,275.0,2749.0
2022-09-11,36,2022,Île-de-France,262.0,2624.0
2022-09-18,37,2022,Île-de-France,239.0,2385.0
2022-09-25,38,2022,Île-de-France,203.0,2030.0
2022-10-02,39,2022,Île-de-France,175.0,1751.0
2022-10-09,40,2022,Île-de-France,146.0,1457.0
2022-10-16,41,2022,Île-de-France,108.0,1077.0
2022-10-23,42,2022,Île-de-France,130.0,1298.0
2022-10-30,43,2022,Île-de-France,99.0,993.0
2022-11-06,44,2022,Île-de-France,37.0,369.0
2022-11-13,45,2022,Île-de-France,56.0,555.0
2022-11-20,46,2022,Île-de-France,26.0,257.0
2022-11-27,47,2022,Île-de-France,44.0,438.0
2022-12-04,48,2022,Île-de-France,45.0,447.0
2022-12-11,49,2022,Île-de-France,29.0,290.0
2022-12-18,50,2022,Île-de-France,15.0,151.0
2022-12-25,51,2022,Île-de-France,21.0,205.0
2023-01-01,52,2023,Île-de-France,16.0,159.0
2023-01-08,1,2023,Île-de-France,71.0,714.0
2023-01-15,2,2023,Île-de-France,79.0,787.0
2023-01-22,3,2023,Île-de-France,87.0,869.0
2023-01-29,4,2023,Île-de-France,116.0,1161.0
2023-02-05,5,2023,Île-de-France,129.0,1286.0
2023-02-12,6,2023,Île-de-France,84.0,842.0
2023-02-19,7,2023,Île-de-France,212.0,2118.0
2023-02-26,8,2023,Île-de-France,154.0,1544.0
2023-03-05,9,2023,Île-de-France,246.0,2463.0
2023-03-12,10,2023,Île-de-France,248.0,2475.0
2023-03-19,11,2023,Île-de-France,241.0,2405.0
2023-03-26,12,2023,Île-de-France,334.0,3341.0
2023-04-02,13,2023,Île-de-France,330.0,3304.0
2023-04-09,14,2023,Île-de-France,339.0,3391.0
2023-04-16,15,2023,Île-de-France,380.0,3796.0
2023-04-23,16,2023,Île-de-France,418.0,4183.0
2023-04-30,17,2023,Île-de-France,381.0,3809.0
2023-05-07,18,2023,Île-de-France,421.0,4206.0
2023-05-14,19,2023,Île-de-France,433.0,4328.0
2023-05-21,20,2023,Île-de-France,505.0,5054.0
2023-05-28,21,2023,Île-de-France,468.0,4682.0
2023-06-04,22,2023,Île-de-France,467.0,4672.0
2023-06-11,23,2023,Île-de-France,481.0,4807.0
2023-06-18,24,2023,Île-de-France,459.0,4595.0
2023-06-25,25,2023,Île-de-France,467.0,4666.0
2023-07-02,26,2023,Île-de-France,483.0,4825.0
2023-07-09,27,2023,Île-de-France,466.0,4661.0
2023-07-16,28,2023,Île-de-France,429.0,4285.0
2023-07-23,29,2023,Île-de-France,429.0,4290.0
2023-07-30,30,2023,Île-de-France,412.0,4120.0
2023-08-06,31,2023,Île-de-France,393.0,3933.0
2023-08-13,32,2023,Île-de-France,312.0,3122.0
2023-08-20,33,2023,Île-de-France,334.0,3336.0
2023-08-27,34,2023,Île-de-France,288.0,2879.0
2023-09-03,35,2023,Île-de-France,288.0,2883.0
2023-09-10,36,2023,Île-de-France,243.0,2425.0
2023-09-17,37,2023,Île-de-France,212.0,2120.0
2023-09-24,38,2023,Île-de-France,223.0,2231.0
2023-10-01,39,2023,Île-de-France,201.0,2006.0
2023-10-08,40,2023,Île-de-France,142.0,1419.0
2023-10-15,41,2023,Île-de-France,103.0,1034.0
2023-10-22,42,2023,Île-de-France,103.0,1033.0
2023-10-29,43,2023,Île-de-France,110.0,1101.0
2023-11-05,44,2023,Île-de-France,71.0,710.0
2023-11-12,45,2023,Île-de-France,80.0,801.0
2023-11-19,46,2023,Île-de-France,37.0,365.0
2023-11-26,47,2023,Île-de-France,36.0,362.0
2023-12-03,48,2023,Île-de-France,29.0,291.0
2023-12-10,49,2023,Île-de-France,4.0,39.0
2023-12-17,50,2023,Île-de-France,54.0,538.0
2023-12-24,51,2023,Île-de-France,32.0,318.0
2023-12-31,52,2023,Île-de-France,35.0,349.0
2024-01-07,1,2024,Île-de-France,49.0,488.0
2024-01-14,2,2024,Île-de-France,46.0,462.0
2024-01-21,3,2024,Île-de-France,88.0,875.0
2024-01-28,4,2024,Île-de-France,109.0,1086.0
2024-02-04,5,2024,Île-de-France,97.0,966.0
2024-02-11,6,2024,Île-de-France,175.0,1750.0
2024-02-18,7,2024,Île-de-France,178.0,1782.0
2024-02-25,8,2024,Île-de-France,220.0,2197.0
2024-03-03,9,2024,Île-de-France,188.0,1880.0
2024-03-10,10,2024,Île-de-France,240.0,2403.0
2024-03-17,11,2024,Île-de-France,252.0,2520.0
2024-03-24,12,2024,Île-de-France,305.0,3047.0
2024-03-31,13,2024,Île-de-France,314.0,3140.0
2024-04-07,14,2024,Île-de-France,355.0,3553.0
2024-04-14,15,2024,Île-de-France,376.0,3758.0
2024-04-21,16,2024,Île-de-France,406.0,4057.0
2024-04-28,17,2024,Île-de-France,448.0,4476.0
2024-05-05,18,2024,Île-de-France,476.0,4761.0
2024-05-12,19,2024,Île-de-France,423.0,4227.0
2024-05-19,20,2024,Île-de-France,498.0,4984.0
2024-05-26,21,2024,Île-de-France,487.0,4867.0
2024-06-02,22,2024,Île-de-France,476.0,4764.0
2024-06-09,23,2024,Île-de-France,488.0,4878.0
2024-06-16,24,2024,Île-de-France,464.0,4638.0
2024-06-23,25,2024,Île-de-France,464.0,4642.0
2024-06-30,26,2024,Île-de-France,470.0,4700.0
2024-07-07,27,2024,Île-de-France,433.0,4326.0
2024-07-14,28,2024,Île-de-France,415.0,4151.0
2024-07-21,29,2024,Île-de-France,416.0,4163.0
2024-07-28,30,2024,Île-de-France,416.0,4159.0
2024-08-04,31,2024,Île-de-France,379.0,3789.0
2024-08-11,32,2024,Île-de-France,348.0,3476.0
2024-08-18,33,2024,Île-de-France,325.0,3252.0
2024-08-25,34,2024,Île-de-France,318.0,3178.0
2024-09-01,35,2024,Île-de-France,279.0,2790.0
2024-09-08,36,2024,Île-de-France,218.0,2179.0
2024-09-15,37,2024,Île-de-France,218.0,2180.0
2024-09-22,38,2024,Île-de-France,194.0,1938.0
2024-09-29,39,2024,Île-de-France,178.0,1780.0
2024-10-06,40,2024,Île-de-France,143.0,1428.0
2024-10-13,41,2024,Île-de-France,127.0,1272.0
2024-10-20,42,2024,Île-de-France,150.0,1497.0
2024-10-27,43,2024,Île-de-France,84.0,842.0
2024-11-03,44,2024,Île-de-France,90.0,899.0
2024-11-10,45,2024,Île-de-France,71.0,710.0
2024-11-17,46,2024,Île-de-France,13.0,133.0
2024-11-24,47,2024,Île-de-France,26.0,256.0
2024-12-01,48,2024,Île-de-France,33.0,332.0
2024-12-08,49,2024,Île-de-France,5.0,53.0
2024-12-15,50,2024,Île-de-France,2.0,18.0
2024-12-22,51,2024,Île-de-France,92.0,924.0
2024-12-29,52,2024,Île-de-France,21.0,211.0
2025-01-05,1,2025,Île-de-France,46.0,462.0
2025-01-12,2,2025,Île-de-France,112.0,1124.0
2025-01-19,3,2025,Île-de-France,92.0,915.0
2025-01-26,4,2025,Île-de-France,83.0,832.0
2025-02-02,5,2025,Île-de-France,124.0,1244.0
2025-02-09,6,2025,Île-de-France,134.0,1336.0
2025-02-16,7,2025,Île-de-France,169.0,1693.0
2025-02-23,8,2025,Île-de-France,210.0,2103.0
2025-03-02,9,2025,Île-de-France,230.0,2305.0
2025-03-09,10,2025,Île-de-France,227.0,2274.0
2025-03-16,11,2025,Île-de-France,286.0,2855.0
2025-03-23,12,2025,Île-de-France,298.0,2975.0
2025-03-30,13,2025,Île-de-France,308.0,3084.0
2025-04-06,14,2025,Île-de-France,347.0,3467.0
2025-04-13,15,2025,Île-de-France,375.0,3750.0
2025-04-20,16,2025,Île-de-France,400.0,4002.0
2025-04-27,17,2025,Île-de-France,404.0,4039.0
2025-05-04,18,2025,Île-de-France,434.0,4343.0
2025-05-11,19,2025,Île-de-France,441.0,4413.0
2025-05-18,20,2025,Île-de-France,469.0,4692.0
2025-05-25,21,2025,Île-de-France,457.0,4569.0
2025-06-01,22,2025,Île-de-France,447.0,4467.0
2025-06-08,23,2025,Île-de-France,449.0,4487.0
2025-06-15,24,2025,Île-de-France,479.0,4787.0
2025-06-22,25,2025,Île-de-France,468.0,4684.0
2025-06-29,26,2025,Île-de-France,444.0,4438.0
2025-07-06,27,2025,Île-de-France,467.0,4674.0
2025-07-13,28,2025,Île-de-France,407.0,4066.0
2025-07-20,29,2025,Île-de-France,420.0,4201.0
2025-07-27,30,2025,Île-de-France,403.0,4029.0
2025-08-03,31,2025,Île-de-France,374.0,3737.0
2025-08-10,32,2025,Île-de-France,334.0,3339.0
2025-08-17,33,2025,Île-de-France,343.0,3434.0
2025-08-24,34,2025,Île-de-France,294.0,2941.0
2025-08-31,35,2025,Île-de-France,262.0,2622.0
2025-09-07,36,2025,Île-de-France,240.0,2396.0
2025-09-14,37,2025,Île-de-France,227.0,2270.0
2025-09-21,38,2025,Île-de-France,145.0,1449.0
2025-09-28,39,2025,Île-de-France,165.0,1647.0
2025-10-05,40,2025,Île-de-France,168.0,1677.0
2025-10-12,41,2025,Île-de-France,125.0,1250.0
2025-10-19,42,2025,Île-de-France,84.0,843.0
2020-01-05,1,2020,Auvergne-Rhône-Alpes,35.0,352.0
2020-01-12,2,2020,Auvergne-Rhône-Alpes,27.0,272.0
2020-01-19,3,2020,Auvergne-Rhône-Alpes,105.0,1052.0
2020-01-26,4,2020,Auvergne-Rhône-Alpes,62.0,622.0
2020-02-02,5,2020,Auvergne-Rhône-Alpes,142.0,1416.0
2020-02-09,6,2020,Auvergne-Rhône-Alpes,130.0,1302.0
2020-02-16,7,2020,Auvergne-Rhône-Alpes,122.0,1223.0
2020-02-23,8,2020,Auvergne-Rhône-Alpes,144.0,1441.0
2020-03-01,9,2020,Auvergne-Rhône-Alpes,186.0,1863.0
2020-03-08,10,2020,Auvergne-Rhône-Alpes,189.0,1895.0
2020-03-15,11,2020,Auvergne-Rhône-Alpes,178.0,1779.0
2020-03-22,12,2020,Auvergne-Rhône-Alpes,229.0,2290.0
2020-03-29,13,2020,Auvergne-Rhône-Alpes,221.0,2213.0
2020-04-05,14,2020,Auvergne-Rhône-Alpes,226.0,2260.0
2020-04-12,15,2020,Auvergne-Rhône-Alpes,285.0,2851.0
2020-04-19,16,2020,Auvergne-Rhône-Alpes,260.0,2597.0
2020-04-26,17,2020,Auvergne-Rhône-Alpes,294.0,2940.0
2020-05-03,18,2020,Auvergne-Rhône-Alpes,329.0,3290.0
2020-05-10,19,2020,Auvergne-Rhône-Alpes,307.0,3067.0
2020-05-17,20,2020,Auvergne-Rhône-Alpes,318.0,3182.0
2020-05-24,21,2020,Auvergne-Rhône-Alpes,323.0,3232.0
2020-05-31,22,2020,Auvergne-Rhône-Alpes,372.0,3722.0
2020-06-07,23,2020,Auvergne-Rhône-Alpes,359.0,3591.0
2020-06-14,24,2020,Auvergne-Rhône-Alpes,359.0,3592.0
2020-06-21,25,2020,Auvergne-Rhône-Alpes,347.0,3473.0
2020-06-28,26,2020,Auvergne-Rhône-Alpes,321.0,3210.0
2020-07-05,27,2020,Auvergne-Rhône-Alpes,282.0,2821.0
2020-07-12,28,2020,Auvergne-Rhône-Alpes,300.0,3002.0
2020-07-19,29,2020,Auvergne-Rhône-Alpes,270.0,2704.0
2020-07-26,30,2020,Auvergne-Rhône-Alpes,302.0,3024.0
2020-08-02,31,2020,Auvergne-Rhône-Alpes,254.0,2544.0
2020-08-09,32,2020,Auvergne-Rhône-Alpes,262.0,2616.0
2020-08-16,33,2020,Auvergne-Rhône-Alpes,241.0,2414.0
2020-08-23,34,2020,Auvergne-Rhône-Alpes,237.0,2368.0
2020-08-30,35,2020,Auvergne-Rhône-Alpes,201.0,2013.0
2020-09-06,36,2020,Auvergne-Rhône-Alpes,213.0,2129.0
2020-09-13,37,2020,Auvergne-Rhône-Alpes,155.0,1552.0
2020-09-20,38,2020,Auvergne-Rhône-Alpes,128.0,1284.0
2020-09-27,39,2020,Auvergne-Rhône-Alpes,146.0,1458.0
2020-10-04,40,2020,Auvergne-Rhône-Alpes,110.0,1098.0
2020-10-11,41,2020,Auvergne-Rhône-Alpes,77.0,773.0
2020-10-18,42,2020,Auvergne-Rhône-Alpes,101.0,1009.0
2020-10-25,43,2020,Auvergne-Rhône-Alpes,66.0,660.0
2020-11-01,44,2020,Auvergne-Rhône-Alpes,8.0,75.0
2020-11-08,45,2020,Auvergne-Rhône-Alpes,62.0,621.0
2020-11-15,46,2020,Auvergne-Rhône-Alpes,14.0,143.0
2020-11-22,47,2020,Auvergne-Rhône-Alpes,8.0,84.0
2020-11-29,48,2020,Auvergne-Rhône-Alpes,30.0,302.0
2020-12-06,49,2020,Auvergne-Rhône-Alpes,48.0,483.0
2020-12-13,50,2020,Auvergne-Rhône-Alpes,34.0,336.0
2020-12-20,51,2020,Auvergne-Rhône-Alpes,23.0,229.0
2020-12-27,52,2020,Auvergne-Rhône-Alpes,1.0,12.0
2021-01-03,53,2021,Auvergne-Rhône-Alpes,33.0,327.0
2021-01-10,1,2021,Auvergne-Rhône-Alpes,53.0,530.0
2021-01-17,2,2021,Auvergne-Rhône-Alpes,35.0,353.0
2021-01-24,3,2021,Auvergne-Rhône-Alpes,93.0,932.0
2021-01-31,4,2021,Auvergne-Rhône-Alpes,74.0,738.0
2021-02-07,5,2021,Auvergne-Rhône-Alpes,96.0,956.0
2021-02-14,6,2021,Auvergne-Rhône-Alpes,122.0,1221.0
2021-02-21,7,2021,Auvergne-Rhône-Alpes,132.0,1320.0
2021-02-28,8,2021,Auvergne-Rhône-Alpes,124.0,1239.0
2021-03-07,9,2021,Auvergne-Rhône-Alpes,147.0,1468.0
2021-03-14,10,2021,Auvergne-Rhône-Alpes,176.0,1760.0
2021-03-21,11,2021,Auvergne-Rhône-Alpes,230.0,2302.0
2021-03-28,12,2021,Auvergne-Rhône-Alpes,195.0,1950.0
2021-04-04,13,2021,Auvergne-Rhône-Alpes,225.0,2248.0
2021-04-11,14,2021,Auvergne-Rhône-Alpes,252.0,2524.0
2021-04-18,15,2021,Auvergne-Rhône-Alpes,288.0,2882.0
2021-04-25,16,2021,Auvergne-Rhône-Alpes,289.0,2894.0
2021-05-02,17,2021,Auvergne-Rhône-Alpes,324.0,3237.0
2021-05-09,18,2021,Auvergne-Rhône-Alpes,300.0,3004.0
2021-05-16,19,2021,Auvergne-Rhône-Alpes,302.0,3024.0
2021-05-23,20,2021,Auvergne-Rhône-Alpes,349.0,3489.0
2021-05-30,21,2021,Auvergne-Rhône-Alpes,331.0,3308.0
2021-06-06,22,2021,Auvergne-Rhône-Alpes,326.0,3259.0
2021-06-13,23,2021,Auvergne-Rhône-Alpes,299.0,2991.0
2021-06-20,24,2021,Auvergne-Rhône-Alpes,344.0,3436.0
2021-06-27,25,2021,Auvergne-Rhône-Alpes,315.0,3146.0
2021-07-04,26,2021,Auvergne-Rhône-Alpes,367.0,3673.0
2021-07-11,27,2021,Auvergne-Rhône-Alpes,343.0,3425.0
2021-07-18,28,2021,Auvergne-Rhône-Alpes,297.0,2967.0
2021-07-25,29,2021,Auvergne-Rhône-Alpes,307.0,3069.0
2021-08-01,30,2021,Auvergne-Rhône-Alpes,285.0,2847.0
2021-08-08,31,2021,Auvergne-Rhône-Alpes,281.0,2808.0
2021-08-15,32,2021,Auvergne-Rhône-Alpes,256.0,2558.0
2021-08-22,33,2021,Auvergne-Rhône-Alpes,224.0,2242.0
2021-08-29,34,2021,Auvergne-Rhône-Alpes,212.0,2116.0
2021-09-05,35,2021,Auvergne-Rhône-Alpes,249.0,2487.0
2021-09-12,36,2021,Auvergne-Rhône-Alpes,157.0,1570.0
2021-09-19,37,2021,Auvergne-Rhône-Alpes,163.0,1628.0
2021-09-26,38,2021,Auvergne-Rhône-Alpes,147.0,1466.0
2021-10-03,39,2021,Auvergne-Rhône-Alpes,117.0,1173.0
2021-10-10,40,2021,Auvergne-Rhône-Alpes,73.0,733.0
2021-10-17,41,2021,Auvergne-Rhône-Alpes,95.0,948.0
2021-10-24,42,2021,Auvergne-Rhône-Alpes,70.0,700.0
2021-10-31,43,2021,Auvergne-Rhône-Alpes,82.0,824.0
2021-11-07,44,2021,Auvergne-Rhône-Alpes,72.0,722.0
2021-11-14,45,2021,Auvergne-Rhône-Alpes,50.0,505.0
2021-11-21,46,2021,Auvergne-Rhône-Alpes,25.0,247.0
2021-11-28,47,2021,Auvergne-Rhône-Alpes,0.0,0.0
2021-12-05,48,2021,Auvergne-Rhône-Alpes,0.0,0.0
2021-12-12,49,2021,Auvergne-Rhône-Alpes,21.0,211.0
2021-12-19,50,2021,Auvergne-Rhône-Alpes,28.0,285.0
2021-12-26,51,2021,Auvergne-Rhône-Alpes,5.0,53.0
2022-01-02,52,2022,Auvergne-Rhône-Alpes,66.0,660.0
2022-01-09,1,2022,Auvergne-Rhône-Alpes,46.0,460.0
2022-01-16,2,2022,Auvergne-Rhône-Alpes,33.0,331.0
2022-01-23,3,2022,Auvergne-Rhône-Alpes,39.0,394.0
2022-01-30,4,2022,Auvergne-Rhône-Alpes,82.0,816.0
2022-02-06,5,2022,Auvergne-Rhône-Alpes,126.0,1264.0
2022-02-13,6,2022,Auvergne-Rhône-Alpes,128.0,1276.0
2022-02-20,7,2022,Auvergne-Rhône-Alpes,146.0,1461.0
2022-02-27,8,2022,Auvergne-Rhône-Alpes,138.0,1382.0
2022-03-06,9,2022,Auvergne-Rhône-Alpes,175.0,1754.0
2022-03-13,10,2022,Auvergne-Rhône-Alpes,199.0,1995.0
2022-03-20,11,2022,Auvergne-Rhône-Alpes,196.0,1959.0
2022-03-27,12,2022,Auvergne-Rhône-Alpes,186.0,1862.0
2022-04-03,13,2022,Auvergne-Rhône-Alpes,254.0,2541.0
2022-04-10,14,2022,Auvergne-Rhône-Alpes,255.0,2548.0
2022-04-17,15,2022,Auvergne-Rhône-Alpes,292.0,2916.0
2022-04-24,16,2022,Auvergne-Rhône-Alpes,310.0,3101.0
2022-05-01,17,2022,Auvergne-Rhône-Alpes,313.0,3130.0
2022-05-08,18,2022,Auvergne-Rhône-Alpes,282.0,2819.0
2022-05-15,19,2022,Auvergne-Rhône-Alpes,329.0,3289.0
2022-05-22,20,2022,Auvergne-Rhône-Alpes,309.0,3089.0
2022-05-29,21,2022,Auvergne-Rhône-Alpes,360.0,3599.0
2022-06-05,22,2022,Auvergne-Rhône-Alpes,319.0,3190.0
2022-06-12,23,2022,Auvergne-Rhône-Alpes,324.0,3238.0
2022-06-19,24,2022,Auvergne-Rhône-Alpes,351.0,3507.0
2022-06-26,25,2022,Auvergne-Rhône-Alpes,353.0,3532.0
2022-07-03,26,2022,Auvergne-Rhône-Alpes,291.0,2908.0
2022-07-10,27,2022,Auvergne-Rhône-Alpes,315.0,3153.0
2022-07-17,28,2022,Auvergne-Rhône-Alpes,297.0,2967.0
2022-07-24,29,2022,Auvergne-Rhône-Alpes,338.0,3380.0
2022-07-31,30,2022,Auvergne-Rhône-Alpes,267.0,2672.0
2022-08-07,31,2022,Auvergne-Rhône-Alpes,271.0,2706.0
2022-08-14,32,2022,Auvergne-Rhône-Alpes,239.0,2389.0
2022-08-21,33,2022,Auvergne-Rhône-Alpes,225.0,2253.0
2022-08-28,34,2022,Auvergne-Rhône-Alpes,215.0,2146.0
2022-09-04,35,2022,Auvergne-Rhône-Alpes,225.0,2254.0
2022-09-11,36,2022,Auvergne-Rhône-Alpes,212.0,2125.0
2022-09-18,37,2022,Auvergne-Rhône-Alpes,141.0,1411.0
2022-09-25,38,2022,Auvergne-Rhône-Alpes,106.0,1064.0
2022-10-02,39,2022,Auvergne-Rhône-Alpes,112.0,1123.0
2022-10-09,40,2022,Auvergne-Rhône-Alpes,98.0,977.0
2022-10-16,41,2022,Auvergne-Rhône-Alpes,78.0,775.0
2022-10-23,42,2022,Auvergne-Rhône-Alpes,89.0,889.0
2022-10-30,43,2022,Auvergne-Rhône-Alpes,32.0,315.0
2022-11-06,44,2022,Auvergne-Rhône-Alpes,54.0,542.0
2022-11-13,45,2022,Auvergne-Rhône-Alpes,55.0,550.0
2022-11-20,46,2022,Auvergne-Rhône-Alpes,2.0,24.0
