date,week,year,region,temperature,humidity,precipitation,wind_speed
2020-08-23,34,2020,Île-de-France,20.4,72.1,13.5,3.1
2020-08-30,35,2020,Île-de-France,17.2,76.6,1.7,14.9
2020-09-06,36,2020,Île-de-France,10.9,81.3,2.2,2.3
2020-09-13,37,2020,Île-de-France,14.1,65.1,2.5,1.5
2020-09-20,38,2020,Île-de-France,10.9,81.3,0.9,1.3
2020-09-27,39,2020,Île-de-France,13.1,75.7,1.9,23.2
2020-10-04,40,2020,Île-de-France,11.7,68.7,0.4,1.4
2020-10-11,41,2020,Île-de-France,6.7,68.4,2.9,6.2
2020-10-18,42,2020,Île-de-France,8.5,61.1,5.8,3.2
2020-10-25,43,2020,Île-de-France,9.7,61.6,4.1,0.3
2020-11-01,44,2020,Île-de-France,7.8,45.4,23.3,1.9
2020-11-08,45,2020,Île-de-France,7.8,50.1,12.8,7.6
2020-11-15,46,2020,Île-de-France,7.1,62.5,0.1,32.5
2020-11-22,47,2020,Île-de-France,3.3,52.3,10.0,29.3
2020-11-29,48,2020,Île-de-France,8.0,48.4,19.7,10.1
2020-12-06,49,2020,Île-de-France,2.7,51.0,11.0,25.9
2020-12-13,50,2020,Île-de-France,5.2,69.7,1.9,8.9
2020-12-20,51,2020,Île-de-France,5.7,44.5,0.9,15.2
2020-12-27,52,2020,Île-de-France,9.5,36.1,1.8,22.5
2021-01-03,53,2021,Île-de-France,8.7,45.4,2.8,0.3
2021-01-10,1,2021,Île-de-France,9.0,45.8,0.2,0.6
2021-01-17,2,2021,Île-de-France,6.1,65.4,2.9,19.7
2021-01-24,3,2021,Île-de-France,3.8,52.4,1.4,12.1
2021-01-31,4,2021,Île-de-France,10.3,35.0,10.6,4.6
2021-02-07,5,2021,Île-de-France,11.5,37.1,5.8,0.0
2021-02-14,6,2021,Île-de-France,10.3,53.3,5.0,12.4
2021-02-21,7,2021,Île-de-France,11.3,60.0,0.4,3.7
2021-02-28,8,2021,Île-de-France,10.4,47.6,2.1,0.0
2021-03-07,9,2021,Île-de-France,15.2,58.8,0.8,21.2
2021-03-14,10,2021,Île-de-France,18.1,47.7,6.1,5.7
2021-03-21,11,2021,Île-de-France,16.6,42.1,5.2,31.7
2021-03-28,12,2021,Île-de-France,20.1,25.8,1.4,4.2
2021-04-04,13,2021,Île-de-France,16.1,46.8,6.6,8.9
2021-04-11,14,2021,Île-de-France,16.7,47.8,1.4,14.5
2021-04-18,15,2021,Île-de-France,19.8,36.4,1.1,6.7
2021-04-25,16,2021,Île-de-France,23.1,63.0,5.8,0.5
2021-05-02,17,2021,Île-de-France,24.0,73.7,0.4,7.5
2021-05-09,18,2021,Île-de-France,23.5,44.8,6.7,6.6
2021-05-16,19,2021,Île-de-France,21.5,60.9,6.7,1.4
2021-05-23,20,2021,Île-de-France,26.9,61.7,4.8,4.6
2021-05-30,21,2021,Île-de-France,22.0,68.2,0.1,26.5
2021-06-06,22,2021,Île-de-France,22.7,64.6,2.0,5.5
2021-06-13,23,2021,Île-de-France,25.9,90.9,1.6,6.0
2021-06-20,24,2021,Île-de-France,27.4,71.7,2.9,1.0
2021-06-27,25,2021,Île-de-France,25.5,58.9,2.6,11.9
2021-07-04,26,2021,Île-de-France,25.4,87.7,14.3,1.5
2021-07-11,27,2021,Île-de-France,24.2,74.1,23.6,16.2
2021-07-18,28,2021,Île-de-France,24.2,72.7,2.6,5.8
2021-07-25,29,2021,Île-de-France,22.2,70.4,1.7,4.1
2021-08-01,30,2021,Île-de-France,23.9,90.1,0.0,0.1
2021-08-08,31,2021,Île-de-France,22.4,89.7,2.5,0.2
2021-08-15,32,2021,Île-de-France,20.0,82.9,6.1,12.8
2021-08-22,33,2021,Île-de-France,16.0,69.9,9.5,4.9
2021-08-29,34,2021,Île-de-France,19.6,76.0,0.4,7.4
2021-09-05,35,2021,Île-de-France,16.9,69.5,10.5,1.5
2021-09-12,36,2021,Île-de-France,15.0,97.4,3.1,5.8
2021-09-19,37,2021,Île-de-France,12.6,78.6,34.7,9.8
2021-09-26,38,2021,Île-de-France,13.0,80.5,2.4,10.4
2021-10-03,39,2021,Île-de-France,7.6,65.1,10.1,13.8
2021-10-10,40,2021,Île-de-France,11.3,77.0,2.3,0.2
2021-10-17,41,2021,Île-de-France,10.7,76.4,3.1,7.8
2021-10-24,42,2021,Île-de-France,6.2,65.7,0.9,5.9
2021-10-31,43,2021,Île-de-France,9.1,75.2,3.7,2.4
2021-11-07,44,2021,Île-de-France,9.6,80.9,2.1,9.9
2021-11-14,45,2021,Île-de-France,3.7,50.2,3.3,8.6
2021-11-21,46,2021,Île-de-France,3.4,70.2,0.1,21.4
2021-11-28,47,2021,Île-de-France,6.5,60.1,7.7,2.7
2021-12-05,48,2021,Île-de-France,7.0,62.8,1.1,2.3
2021-12-12,49,2021,Île-de-France,4.3,62.3,2.4,3.5
2021-12-19,50,2021,Île-de-France,5.2,45.7,4.1,1.6
2021-12-26,51,2021,Île-de-France,3.0,30.7,0.2,8.1
2022-01-02,52,2022,Île-de-France,6.2,40.3,2.8,15.3
2022-01-09,1,2022,Île-de-France,3.4,39.7,4.4,6.2
2022-01-16,2,2022,Île-de-France,7.0,58.0,3.8,11.3
2022-01-23,3,2022,Île-de-France,9.0,38.0,15.5,8.1
2022-01-30,4,2022,Île-de-France,10.1,36.7,1.1,17.2
2022-02-06,5,2022,Île-de-France,7.0,35.7,12.5,0.8
2022-02-13,6,2022,Île-de-France,9.6,27.5,2.7,0.7
2022-02-20,7,2022,Île-de-France,12.3,36.6,3.7,2.6
2022-02-27,8,2022,Île-de-France,15.4,39.1,0.8,55.5
2022-03-06,9,2022,Île-de-France,12.0,26.1,5.1,3.3
2022-03-13,10,2022,Île-de-France,16.0,47.9,11.9,32.6
2022-03-20,11,2022,Île-de-France,15.6,46.4,3.4,19.2
2022-03-27,12,2022,Île-de-France,17.7,42.2,4.8,0.8
2022-04-03,13,2022,Île-de-France,17.0,46.2,11.4,2.8
2022-04-10,14,2022,Île-de-France,20.2,56.6,5.5,18.3
2022-04-17,15,2022,Île-de-France,19.7,55.0,3.7,3.2
2022-04-24,16,2022,Île-de-France,17.8,49.8,1.1,8.5
2022-05-01,17,2022,Île-de-France,24.0,67.9,9.4,32.5
2022-05-08,18,2022,Île-de-France,23.6,41.0,0.8,0.2
2022-05-15,19,2022,Île-de-France,19.3,49.9,0.1,5.5
2022-05-22,20,2022,Île-de-France,20.8,71.6,1.6,15.7
2022-05-29,21,2022,Île-de-France,25.3,62.8,5.6,7.1
2022-06-05,22,2022,Île-de-France,24.1,82.1,3.6,2.1
2022-06-12,23,2022,Île-de-France,25.4,68.5,0.7,4.5
2022-06-19,24,2022,Île-de-France,21.6,59.4,1.3,5.0
2022-06-26,25,2022,Île-de-France,23.4,80.2,0.4,10.1
2022-07-03,26,2022,Île-de-France,22.3,77.7,1.8,1.5
2022-07-10,27,2022,Île-de-France,27.3,82.3,0.1,30.7
2022-07-17,28,2022,Île-de-France,24.7,76.1,1.2,14.2
2022-07-24,29,2022,Île-de-France,22.1,65.2,23.6,9.6
2022-07-31,30,2022,Île-de-France,24.1,77.8,10.2,4.5
2022-08-07,31,2022,Île-de-France,23.3,82.8,8.9,2.3
2022-08-14,32,2022,Île-de-France,22.1,80.1,8.6,5.3
2022-08-21,33,2022,Île-de-France,17.8,75.5,11.2,11.2
2022-08-28,34,2022,Île-de-France,20.1,91.7,0.7,13.1
2022-09-04,35,2022,Île-de-France,19.7,69.7,1.9,2.2
2022-09-11,36,2022,Île-de-France,14.2,82.4,3.3,3.2
2022-09-18,37,2022,Île-de-France,14.2,79.2,7.3,8.4
2022-09-25,38,2022,Île-de-France,13.1,56.0,2.5,2.0
2022-10-02,39,2022,Île-de-France,14.1,81.1,3.8,2.1
2022-10-09,40,2022,Île-de-France,12.7,92.6,8.0,7.7
2022-10-16,41,2022,Île-de-France,9.0,72.6,4.8,3.6
2022-10-23,42,2022,Île-de-France,13.1,93.3,7.5,5.2
2022-10-30,43,2022,Île-de-France,7.1,59.2,10.1,16.4
2022-11-06,44,2022,Île-de-France,5.3,64.5,5.3,3.1
2022-11-13,45,2022,Île-de-France,5.6,62.6,9.5,8.8
2022-11-20,46,2022,Île-de-France,3.8,62.9,1.7,6.7
2022-11-27,47,2022,Île-de-France,3.1,62.3,11.1,4.7
2022-12-04,48,2022,Île-de-France,5.3,59.5,0.7,11.5
2022-12-11,49,2022,Île-de-France,6.7,53.8,12.3,19.9
2022-12-18,50,2022,Île-de-France,7.9,46.8,0.8,5.5
2022-12-25,51,2022,Île-de-France,5.6,53.1,11.2,36.9
2023-01-01,52,2023,Île-de-France,9.1,71.6,3.2,27.0
2023-01-08,1,2023,Île-de-France,5.6,50.7,1.3,2.9
2023-01-15,2,2023,Île-de-France,6.6,54.7,13.3,2.0
2023-01-22,3,2023,Île-de-France,7.2,36.7,1.6,14.9
2023-01-29,4,2023,Île-de-France,8.7,40.3,2.1,1.2
2023-02-05,5,2023,Île-de-France,9.1,14.3,0.4,14.1
2023-02-12,6,2023,Île-de-France,9.2,48.1,18.3,37.1
2023-02-19,7,2023,Île-de-France,9.1,52.1,5.9,1.7
2023-02-26,8,2023,Île-de-France,9.0,26.1,0.7,5.8
2023-03-05,9,2023,Île-de-France,13.8,36.4,0.6,10.5
2023-03-12,10,2023,Île-de-France,16.5,37.9,5.6,3.9
2023-03-19,11,2023,Île-de-France,15.4,41.4,1.9,11.6
2023-03-26,12,2023,Île-de-France,17.9,34.5,10.7,4.3
2023-04-02,13,2023,Île-de-France,20.0,47.2,2.9,19.3
2023-04-09,14,2023,Île-de-France,23.3,33.5,2.8,11.7
2023-04-16,15,2023,Île-de-France,18.6,56.1,4.7,22.3
2023-04-23,16,2023,Île-de-France,24.7,52.5,0.2,4.6
2023-04-30,17,2023,Île-de-France,19.6,58.1,14.7,1.1
2023-05-07,18,2023,Île-de-France,23.6,56.6,0.4,1.0
2023-05-14,19,2023,Île-de-France,22.1,58.2,1.0,6.1
2023-05-21,20,2023,Île-de-France,21.7,57.8,8.8,12.1
2023-05-28,21,2023,Île-de-France,27.4,80.7,11.8,0.6
2023-06-04,22,2023,Île-de-France,24.0,53.6,32.5,17.5
2023-06-11,23,2023,Île-de-France,26.5,56.4,1.2,2.1
2023-06-18,24,2023,Île-de-France,26.2,74.7,1.5,1.9
2023-06-25,25,2023,Île-de-France,25.6,72.9,9.4,2.3
2023-07-02,26,2023,Île-de-France,24.4,80.3,12.4,3.5
2023-07-09,27,2023,Île-de-France,20.5,77.3,1.7,23.4
2023-07-16,28,2023,Île-de-France,22.4,89.8,11.3,23.8
2023-07-23,29,2023,Île-de-France,21.7,75.2,7.3,19.9
2023-07-30,30,2023,Île-de-France,23.2,82.5,1.1,13.1
2023-08-06,31,2023,Île-de-France,19.2,66.1,5.0,9.3
2023-08-13,32,2023,Île-de-France,16.1,86.0,0.0,44.9
2023-08-20,33,2023,Île-de-France,16.9,78.9,4.3,3.6
2023-08-27,34,2023,Île-de-France,17.4,76.4,0.3,13.0
2023-09-03,35,2023,Île-de-France,16.8,89.8,1.1,4.7
2023-09-10,36,2023,Île-de-France,12.9,73.3,1.5,4.1
2023-09-17,37,2023,Île-de-France,16.8,81.4,7.6,4.3
2023-09-24,38,2023,Île-de-France,12.5,75.5,2.8,16.6
2023-10-01,39,2023,Île-de-France,9.5,63.4,0.3,6.4
2023-10-08,40,2023,Île-de-France,12.9,73.1,1.4,8.2
2023-10-15,41,2023,Île-de-France,8.0,80.5,2.7,1.0
2023-10-22,42,2023,Île-de-France,9.4,88.0,3.6,1.8
2023-10-29,43,2023,Île-de-France,7.7,56.1,2.1,11.1
2023-11-05,44,2023,Île-de-France,9.5,52.1,8.2,8.8
2023-11-12,45,2023,Île-de-France,7.9,74.7,10.9,11.7
2023-11-19,46,2023,Île-de-France,8.1,69.9,0.4,11.9
2023-11-26,47,2023,Île-de-France,2.7,46.4,6.5,3.1
2023-12-03,48,2023,Île-de-France,3.5,42.7,3.4,7.3
2023-12-10,49,2023,Île-de-France,9.4,58.6,5.6,2.1
2023-12-17,50,2023,Île-de-France,3.5,62.0,2.5,16.2
2023-12-24,51,2023,Île-de-France,4.1,34.0,24.6,9.4
2023-12-31,52,2023,Île-de-France,5.1,61.2,4.9,2.4
2024-01-07,1,2024,Île-de-France,6.5,54.4,11.7,11.8
2024-01-14,2,2024,Île-de-France,7.1,45.7,0.2,1.8
2024-01-21,3,2024,Île-de-France,3.3,46.3,1.5,4.8
2024-01-28,4,2024,Île-de-France,7.5,52.5,5.5,4.6
2024-02-04,5,2024,Île-de-France,11.2,35.9,4.2,6.1
2024-02-11,6,2024,Île-de-France,9.8,46.2,4.6,1.7
2024-02-18,7,2024,Île-de-France,9.8,42.7,8.9,9.7
2024-02-25,8,2024,Île-de-France,12.4,54.5,3.6,5.5
2024-03-03,9,2024,Île-de-France,12.1,27.3,6.6,20.4
2024-03-10,10,2024,Île-de-France,15.3,47.2,2.6,0.8
2024-03-17,11,2024,Île-de-France,14.4,47.2,2.9,13.3
2024-03-24,12,2024,Île-de-France,19.2,29.4,16.4,9.6
2024-03-31,13,2024,Île-de-France,19.8,40.3,4.5,15.9
2024-04-07,14,2024,Île-de-France,17.9,31.5,0.8,0.7
2024-04-14,15,2024,Île-de-France,20.7,47.8,0.5,12.8
2024-04-21,16,2024,Île-de-France,23.1,32.6,4.1,17.2
2024-04-28,17,2024,Île-de-France,21.0,66.6,1.7,19.9
2024-05-05,18,2024,Île-de-France,22.5,57.8,3.6,9.2
2024-05-12,19,2024,Île-de-France,21.0,46.7,19.9,6.9
2024-05-19,20,2024,Île-de-France,23.3,55.1,9.7,19.2
2024-05-26,21,2024,Île-de-France,23.1,58.3,1.3,13.7
2024-06-02,22,2024,Île-de-France,24.2,69.8,2.3,26.6
2024-06-09,23,2024,Île-de-France,22.1,62.9,2.7,14.3
2024-06-16,24,2024,Île-de-France,27.7,72.8,0.4,16.1
2024-06-23,25,2024,Île-de-France,23.6,73.9,5.5,16.1
2024-06-30,26,2024,Île-de-France,20.7,64.0,5.9,0.2
2024-07-07,27,2024,Île-de-France,20.9,86.4,11.3,0.9
2024-07-14,28,2024,Île-de-France,23.7,82.1,6.8,1.6
2024-07-21,29,2024,Île-de-France,19.5,71.5,5.0,1.9
2024-07-28,30,2024,Île-de-France,25.4,86.6,13.9,26.1
2024-08-04,31,2024,Île-de-France,19.8,75.0,3.5,0.9
2024-08-11,32,2024,Île-de-France,19.2,65.2,3.2,10.8
2024-08-18,33,2024,Île-de-France,20.0,68.2,1.7,12.8
2024-08-25,34,2024,Île-de-France,18.3,84.8,0.6,1.1
2024-09-01,35,2024,Île-de-France,13.1,91.3,0.7,24.5
2024-09-08,36,2024,Île-de-France,13.4,77.8,0.7,8.9
2024-09-15,37,2024,Île-de-France,13.3,69.6,0.6,2.6
2024-09-22,38,2024,Île-de-France,13.4,57.1,1.3,2.0
2024-09-29,39,2024,Île-de-France,13.9,78.4,1.3,2.1
2024-10-06,40,2024,Île-de-France,12.5,69.4,10.7,8.5
2024-10-13,41,2024,Île-de-France,10.1,67.2,12.0,7.1
2024-10-20,42,2024,Île-de-France,9.6,77.8,3.7,6.6
2024-10-27,43,2024,Île-de-France,10.1,58.6,2.7,11.4
2024-11-03,44,2024,Île-de-France,9.1,68.9,3.6,28.9
2024-11-10,45,2024,Île-de-France,6.7,32.6,6.3,7.0
2024-11-17,46,2024,Île-de-France,5.3,48.5,2.9,16.2
2024-11-24,47,2024,Île-de-France,5.4,65.2,1.1,1.5
2024-12-01,48,2024,Île-de-France,1.4,25.9,1.0,4.3
2024-12-08,49,2024,Île-de-France,4.9,57.4,8.1,24.5
2024-12-15,50,2024,Île-de-France,6.5,63.1,1.5,1.4
2024-12-22,51,2024,Île-de-France,6.7,61.5,2.9,27.0
2024-12-29,52,2024,Île-de-France,5.9,55.3,0.3,9.0
2025-01-05,1,2025,Île-de-France,3.1,55.2,2.2,5.2
2025-01-12,2,2025,Île-de-France,7.1,38.9,2.6,13.4
2025-01-19,3,2025,Île-de-France,10.4,27.5,0.0,10.8
2025-01-26,4,2025,Île-de-France,8.5,30.9,10.8,7.1
2025-02-02,5,2025,Île-de-France,10.1,50.5,3.4,1.4
2025-02-09,6,2025,Île-de-France,9.6,41.7,0.7,17.0
2025-02-16,7,2025,Île-de-France,13.1,39.2,7.2,4.4
2025-02-23,8,2025,Île-de-France,12.8,37.0,2.8,3.9
2025-03-02,9,2025,Île-de-France,9.5,34.9,0.1,9.8
2025-03-09,10,2025,Île-de-France,16.6,49.1,3.8,7.2
2025-03-16,11,2025,Île-de-France,19.1,35.1,0.8,1.1
2025-03-23,12,2025,Île-de-France,15.4,41.5,2.9,10.5
2025-03-30,13,2025,Île-de-France,19.2,53.6,0.5,15.6
2025-04-06,14,2025,Île-de-France,22.3,50.4,2.7,9.8
2025-04-13,15,2025,Île-de-France,22.0,47.6,1.8,12.0
2025-04-20,16,2025,Île-de-France,22.0,63.5,2.8,4.5
2025-04-27,17,2025,Île-de-France,22.8,42.4,6.0,2.2
2025-05-04,18,2025,Île-de-France,23.5,52.0,17.5,2.4
2025-05-11,19,2025,Île-de-France,24.8,59.8,15.1,0.4
2025-05-18,20,2025,Île-de-France,22.3,76.1,1.7,6.5
2025-05-25,21,2025,Île-de-France,22.4,65.9,0.1,1.9
2025-06-01,22,2025,Île-de-France,27.9,64.7,5.1,5.2
2025-06-08,23,2025,Île-de-France,24.2,79.0,6.2,1.3
2025-06-15,24,2025,Île-de-France,25.3,60.9,0.6,11.2
2025-06-22,25,2025,Île-de-France,25.7,64.2,6.1,8.4
2025-06-29,26,2025,Île-de-France,22.9,63.4,1.2,5.8
2025-07-06,27,2025,Île-de-France,26.1,78.4,2.8,4.9
2025-07-13,28,2025,Île-de-France,22.0,74.0,1.7,33.8
2025-07-20,29,2025,Île-de-France,25.6,70.5,4.6,0.9
2025-07-27,30,2025,Île-de-France,22.9,61.0,3.4,4.5
2025-08-03,31,2025,Île-de-France,22.9,68.0,6.4,24.7
2025-08-10,32,2025,Île-de-France,18.6,55.0,11.7,0.9
2025-08-17,33,2025,Île-de-France,16.8,78.6,8.3,1.3
2025-08-24,34,2025,Île-de-France,18.1,91.4,0.7,1.3
2025-08-31,35,2025,Île-de-France,17.3,78.1,12.1,0.8
2025-09-07,36,2025,Île-de-France,14.4,81.9,1.6,0.2
2025-09-14,37,2025,Île-de-France,14.5,65.7,0.4,14.0
2025-09-21,38,2025,Île-de-France,11.2,73.6,3.2,21.6
2025-09-28,39,2025,Île-de-France,11.9,65.9,0.7,4.4
2025-10-05,40,2025,Île-de-France,8.8,53.5,0.5,15.9
2025-10-12,41,2025,Île-de-France,10.0,55.2,1.0,5.4
2025-10-19,42,2025,Île-de-France,8.9,79.7,0.5,7.7
2020-01-05,1,2020,Auvergne-Rhône-Alpes,2.9,48.3,10.1,0.1
2020-01-12,2,2020,Auvergne-Rhône-Alpes,3.7,40.4,2.7,9.3
2020-01-19,3,2020,Auvergne-Rhône-Alpes,7.1,25.1,1.0,7.7
2020-01-26,4,2020,Auvergne-Rhône-Alpes,4.3,54.7,11.0,11.8
2020-02-02,5,2020,Auvergne-Rhône-Alpes,8.1,59.6,15.7,1.8
2020-02-09,6,2020,Auvergne-Rhône-Alpes,9.1,31.8,3.3,2.2
2020-02-16,7,2020,Auvergne-Rhône-Alpes,11.6,51.6,2.7,14.9
2020-02-23,8,2020,Auvergne-Rhône-Alpes,10.2,35.9,2.1,6.3
2020-03-01,9,2020,Auvergne-Rhône-Alpes,10.4,54.4,1.0,6.9
2020-03-08,10,2020,Auvergne-Rhône-Alpes,13.1,34.5,7.9,10.0
2020-03-15,11,2020,Auvergne-Rhône-Alpes,14.1,36.3,2.2,0.2
2020-03-22,12,2020,Auvergne-Rhône-Alpes,20.7,39.7,2.2,4.0
2020-03-29,13,2020,Auvergne-Rhône-Alpes,15.7,44.2,6.8,8.4
2020-04-05,14,2020,Auvergne-Rhône-Alpes,20.1,48.1,31.0,0.5
2020-04-12,15,2020,Auvergne-Rhône-Alpes,17.7,43.0,21.5,23.4
2020-04-19,16,2020,Auvergne-Rhône-Alpes,18.6,61.1,6.5,22.1
2020-04-26,17,2020,Auvergne-Rhône-Alpes,19.2,28.0,8.7,5.1
2020-05-03,18,2020,Auvergne-Rhône-Alpes,22.2,64.6,1.7,5.2
2020-05-10,19,2020,Auvergne-Rhône-Alpes,21.9,64.9,0.5,1.4
2020-05-17,20,2020,Auvergne-Rhône-Alpes,27.2,72.6,25.4,2.6
2020-05-24,21,2020,Auvergne-Rhône-Alpes,22.0,39.6,2.5,4.8
2020-05-31,22,2020,Auvergne-Rhône-Alpes,25.2,66.9,1.2,3.1
2020-06-07,23,2020,Auvergne-Rhône-Alpes,27.3,71.5,1.6,4.0
2020-06-14,24,2020,Auvergne-Rhône-Alpes,22.4,49.9,2.7,0.4
2020-06-21,25,2020,Auvergne-Rhône-Alpes,23.1,81.5,17.3,1.7
2020-06-28,26,2020,Auvergne-Rhône-Alpes,22.9,72.3,1.0,3.8
2020-07-05,27,2020,Auvergne-Rhône-Alpes,20.8,73.8,35.7,18.2
2020-07-12,28,2020,Auvergne-Rhône-Alpes,22.2,85.4,0.9,15.8
2020-07-19,29,2020,Auvergne-Rhône-Alpes,22.7,75.7,3.1,4.0
2020-07-26,30,2020,Auvergne-Rhône-Alpes,18.6,70.2,0.4,19.7
2020-08-02,31,2020,Auvergne-Rhône-Alpes,15.6,76.0,1.9,8.2
2020-08-09,32,2020,Auvergne-Rhône-Alpes,20.8,80.4,1.4,2.8
2020-08-16,33,2020,Auvergne-Rhône-Alpes,19.5,72.5,6.0,12.6
2020-08-23,34,2020,Auvergne-Rhône-Alpes,16.2,84.3,2.9,2.9
2020-08-30,35,2020,Auvergne-Rhône-Alpes,15.9,76.6,5.2,21.0
2020-09-06,36,2020,Auvergne-Rhône-Alpes,9.3,61.3,1.5,0.4
2020-09-13,37,2020,Auvergne-Rhône-Alpes,11.0,67.0,1.1,13.4
2020-09-20,38,2020,Auvergne-Rhône-Alpes,9.2,79.3,0.5,10.8
2020-09-27,39,2020,Auvergne-Rhône-Alpes,8.3,63.0,8.6,2.4
2020-10-04,40,2020,Auvergne-Rhône-Alpes,9.4,81.2,10.0,0.2
2020-10-11,41,2020,Auvergne-Rhône-Alpes,7.2,59.9,0.0,3.4
2020-10-18,42,2020,Auvergne-Rhône-Alpes,6.1,51.2,4.4,7.1
2020-10-25,43,2020,Auvergne-Rhône-Alpes,2.6,80.4,17.4,4.1
2020-11-01,44,2020,Auvergne-Rhône-Alpes,5.4,67.5,11.0,1.3
2020-11-08,45,2020,Auvergne-Rhône-Alpes,4.8,66.0,3.6,0.3
2020-11-15,46,2020,Auvergne-Rhône-Alpes,3.1,50.4,3.2,3.4
2020-11-22,47,2020,Auvergne-Rhône-Alpes,1.4,46.7,0.4,6.3
2020-11-29,48,2020,Auvergne-Rhône-Alpes,2.2,53.7,11.4,15.9
2020-12-06,49,2020,Auvergne-Rhône-Alpes,3.7,35.5,5.2,8.5
2020-12-13,50,2020,Auvergne-Rhône-Alpes,4.1,44.3,24.0,1.4
2020-12-20,51,2020,Auvergne-Rhône-Alpes,2.6,40.9,7.2,1.0
2020-12-27,52,2020,Auvergne-Rhône-Alpes,7.6,55.7,2.3,2.2
2021-01-03,53,2021,Auvergne-Rhône-Alpes,5.8,53.9,2.8,0.6
2021-01-10,1,2021,Auvergne-Rhône-Alpes,4.1,37.9,7.7,6.3
2021-01-17,2,2021,Auvergne-Rhône-Alpes,7.1,40.8,5.9,1.5
2021-01-24,3,2021,Auvergne-Rhône-Alpes,6.7,55.1,9.2,8.2
2021-01-31,4,2021,Auvergne-Rhône-Alpes,6.7,36.1,2.6,3.9
2021-02-07,5,2021,Auvergne-Rhône-Alpes,7.5,30.7,7.6,14.6
2021-02-14,6,2021,Auvergne-Rhône-Alpes,10.0,40.3,1.9,21.2
2021-02-21,7,2021,Auvergne-Rhône-Alpes,11.8,33.6,3.7,13.4
2021-02-28,8,2021,Auvergne-Rhône-Alpes,11.8,48.9,19.8,5.9
2021-03-07,9,2021,Auvergne-Rhône-Alpes,14.4,39.1,0.1,14.0
2021-03-14,10,2021,Auvergne-Rhône-Alpes,11.2,52.5,21.4,0.7
2021-03-21,11,2021,Auvergne-Rhône-Alpes,11.8,38.5,0.1,3.5
2021-03-28,12,2021,Auvergne-Rhône-Alpes,13.1,39.3,6.1,29.7
2021-04-04,13,2021,Auvergne-Rhône-Alpes,19.8,63.4,9.3,5.3
2021-04-11,14,2021,Auvergne-Rhône-Alpes,17.9,33.7,1.0,2.7
2021-04-18,15,2021,Auvergne-Rhône-Alpes,16.7,46.2,4.8,1.2
2021-04-25,16,2021,Auvergne-Rhône-Alpes,18.3,50.7,1.3,25.6
2021-05-02,17,2021,Auvergne-Rhône-Alpes,22.0,65.6,6.7,1.8
2021-05-09,18,2021,Auvergne-Rhône-Alpes,21.9,49.9,0.7,3.3
2021-05-16,19,2021,Auvergne-Rhône-Alpes,21.5,41.2,4.3,3.6
2021-05-23,20,2021,Auvergne-Rhône-Alpes,19.8,69.3,6.4,20.0
2021-05-30,21,2021,Auvergne-Rhône-Alpes,22.0,58.6,5.9,4.3
2021-06-06,22,2021,Auvergne-Rhône-Alpes,24.9,60.0,1.7,11.9
